0.000020,
0.000097,
0.000246,
0.000460,
0.000733,
0.001058,
0.001431,
0.001847,
0.002302,
0.002792,
0.003313,
0.003862,
0.004437,
0.005035,
0.005654,
0.006291,
0.006945,
0.007614,
0.008296,
0.008990,
0.009695,
0.010410,
0.011133,
0.011863,
0.012600,
0.013344,
0.014092,
0.014846,
0.015603,
0.016364,
0.017128,
0.017894,
0.018663,
0.019434,
0.020206,
0.020980,
0.021755,
0.022531,
0.023308,
0.024085,
0.024862,
0.025639,
0.026417,
0.027194,
0.027971,
0.028748,
0.029525,
0.030300,
0.031076,
0.031850,
0.032624,
0.033398,
0.034170,
0.034942,
0.035712,
0.036482,
0.037251,
0.038019,
0.038786,
0.039551,
0.040316,
0.041080,
0.041842,
0.042604,
0.043364,
0.044123,
0.044881,
0.045638,
0.046394,
0.047148,
0.047902,
0.048654,
0.049405,
0.050155,
0.050903,
0.051651,
0.052397,
0.053142,
0.053886,
0.054628,
0.055370,
0.056110,
0.056849,
0.057587,
0.058323,
0.059059,
0.059793,
0.060526,
0.061257,
0.061988,
0.062717,
0.063445,
0.064172,
0.064898,
0.065622,
0.066346,
0.067068,
0.067789,
0.068508,
0.069227,
0.069944,
0.070660,
0.071375,
0.072089,
0.072802,
0.073513,
0.074223,
0.074932,
0.075640,
0.076347,
0.077052,
0.077757,
0.078460,
0.079162,
0.079863,
0.080562,
0.081261,
0.081958,
0.082654,
0.083349,
0.084043,
0.084736,
0.085427,
0.086118,
0.086807,
0.087495,
0.088182,
0.088868,
0.089552,
0.090236,
0.090918,
0.091599,
0.092279,
0.092958,
0.093636,
0.094313,
0.094988,
0.095663,
0.096336,
0.097008,
0.097680,
0.098350,
0.099018,
0.099686,
0.100353,
0.101018,
0.101683,
0.102346,
0.103008,
0.103669,
0.104329,
0.104988,
0.105646,
0.106303,
0.106958,
0.107613,
0.108266,
0.108919,
0.109570,
0.110220,
0.110869,
0.111517,
0.112164,
0.112810,
0.113455,
0.114098,
0.114741,
0.115383,
0.116023,
0.116663,
0.117301,
0.117938,
0.118575,
0.119210,
0.119844,
0.120477,
0.121109,
0.121740,
0.122370,
0.122999,
0.123626,
0.124253,
0.124879,
0.125504,
0.126127,
0.126750,
0.127371,
0.127992,
0.128611,
0.129230,
0.129847,
0.130464,
0.131079,
0.131693,
0.132307,
0.132919,
0.133530,
0.134141,
0.134750,
0.135358,
0.135965,
0.136572,
0.137177,
0.137781,
0.138384,
0.138986,
0.139588,
0.140188,
0.140787,
0.141385,
0.141982,
0.142579,
0.143174,
0.143768,
0.144361,
0.144953,
0.145545,
0.146135,
0.146724,
0.147313,
0.147900,
0.148486,
0.149072,
0.149656,
0.150239,
0.150822,
0.151403,
0.151984,
0.152563,
0.153142,
0.153720,
0.154296,
0.154872,
0.155447,
0.156020,
0.156593,
0.157165,
0.157736,
0.158306,
0.158875,
0.159443,
0.160010,
0.160576,
0.161142,
0.161706,
0.162269,
0.162832,
0.163393,
0.163954,
0.164513,
0.165072,
0.165630,
0.166187,
0.166742,
0.167297,
0.167852,
0.168405,
0.168957,
0.169508,
0.170058,
0.170608,
0.171156,
0.171704,
0.172251,
0.172797,
0.173341,
0.173885,
0.174428,
0.174971,
0.175512,
0.176052,
0.176592,
0.177130,
0.177668,
0.178205,
0.178741,
0.179276,
0.179810,
0.180343,
0.180875,
0.181407,
0.181937,
0.182467,
0.182996,
0.183524,
0.184051,
0.184577,
0.185102,
0.185626,
0.186150,
0.186673,
0.187194,
0.187715,
0.188235,
0.188754,
0.189273,
0.189790,
0.190307,
0.190823,
0.191337,
0.191851,
0.192365,
0.192877,
0.193388,
0.193899,
0.194409,
0.194918,
0.195426,
0.195933,
0.196439,
0.196945,
0.197449,
0.197953,
0.198456,
0.198958,
0.199460,
0.199960,
0.200460,
0.200959,
0.201457,
0.201954,
0.202450,
0.202946,
0.203440,
0.203934,
0.204427,
0.204919,
0.205411,
0.205901,
0.206391,
0.206880,
0.207368,
0.207855,
0.208342,
0.208828,
0.209313,
0.209797,
0.210280,
0.210762,
0.211244,
0.211725,
0.212205,
0.212684,
0.213163,
0.213640,
0.214117,
0.214593,
0.215069,
0.215543,
0.216017,
0.216490,
0.216962,
0.217433,
0.217904,
0.218373,
0.218842,
0.219311,
0.219778,
0.220245,
0.220711,
0.221176,
0.221640,
0.222103,
0.222566,
0.223028,
0.223490,
0.223950,
0.224410,
0.224869,
0.225327,
0.225784,
0.226241,
0.226697,
0.227152,
0.227606,
0.228060,
0.228513,
0.228965,
0.229416,
0.229867,
0.230317,
0.230766,
0.231214,
0.231662,
0.232108,
0.232555,
0.233000,
0.233445,
0.233888,
0.234332,
0.234774,
0.235216,
0.235657,
0.236097,
0.236536,
0.236975,
0.237413,
0.237850,
0.238287,
0.238723,
0.239158,
0.239592,
0.240026,
0.240459,
0.240891,
0.241323,
0.241753,
0.242183,
0.242613,
0.243041,
0.243469,
0.243896,
0.244323,
0.244749,
0.245174,
0.245598,
0.246022,
0.246445,
0.246867,
0.247288,
0.247709,
0.248129,
0.248549,
0.248968,
0.249386,
0.249803,
0.250220,
0.250636,
0.251051,
0.251465,
0.251879,
0.252292,
0.252705,
0.253117,
0.253528,
0.253938,
0.254348,
0.254757,
0.255166,
0.255573,
0.255980,
0.256387,
0.256792,
0.257197,
0.257602,
0.258005,
0.258408,
0.258811,
0.259212,
0.259613,
0.260014,
0.260413,
0.260812,
0.261211,
0.261608,
0.262005,
0.262402,
0.262797,
0.263192,
0.263587,
0.263980,
0.264373,
0.264766,
0.265157,
0.265549,
0.265939,
0.266329,
0.266718,
0.267106,
0.267494,
0.267881,
0.268268,
0.268654,
0.269039,
0.269424,
0.269808,
0.270191,
0.270574,
0.270956,
0.271337,
0.271718,
0.272098,
0.272478,
0.272856,
0.273235,
0.273612,
0.273989,
0.274366,
0.274741,
0.275117,
0.275491,
0.275865,
0.276238,
0.276611,
0.276983,
0.277354,
0.277725,
0.278095,
0.278465,
0.278834,
0.279202,
0.279570,
0.279937,
0.280303,
0.280669,
0.281034,
0.281399,
0.281763,
0.282126,
0.282489,
0.282851,
0.283213,
0.283574,
0.283934,
0.284294,
0.284653,
0.285012,
0.285370,
0.285727,
0.286084,
0.286441,
0.286796,
0.287151,
0.287506,
0.287860,
0.288213,
0.288565,
0.288918,
0.289269,
0.289620,
0.289970,
0.290320,
0.290669,
0.291018,
0.291366,
0.291713,
0.292060,
0.292406,
0.292752,
0.293097,
0.293442,
0.293786,
0.294129,
0.294472,
0.294814,
0.295156,
0.295497,
0.295838,
0.296178,
0.296517,
0.296856,
0.297194,
0.297532,
0.297869,
0.298206,
0.298542,
0.298877,
0.299212,
0.299547,
0.299880,
0.300214,
0.300546,
0.300878,
0.301210,
0.301541,
0.301872,
0.302202,
0.302531,
0.302860,
0.303188,
0.303516,
0.303843,
0.304170,
0.304496,
0.304821,
0.305146,
0.305471,
0.305795,
0.306118,
0.306441,
0.306763,
0.307085,
0.307406,
0.307727,
0.308047,
0.308367,
0.308686,
0.309005,
0.309323,
0.309640,
0.309957,
0.310274,
0.310590,
0.310905,
0.311220,
0.311534,
0.311848,
0.312162,
0.312474,
0.312787,
0.313098,
0.313410,
0.313720,
0.314031,
0.314340,
0.314649,
0.314958,
0.315266,
0.315574,
0.315881,
0.316188,
0.316494,
0.316799,
0.317104,
0.317409,
0.317713,
0.318017,
0.318320,
0.318622,
0.318924,
0.319226,
0.319527,
0.319827,
0.320127,
0.320427,
0.320726,
0.321025,
0.321323,
0.321620,
0.321917,
0.322214,
0.322510,
0.322805,
0.323100,
0.323395,
0.323689,
0.323983,
0.324276,
0.324569,
0.324861,
0.325152,
0.325443,
0.325734,
0.326024,
0.326314,
0.326603,
0.326892,
0.327180,
0.327468,
0.327755,
0.328042,
0.328329,
0.328615,
0.328900,
0.329185,
0.329469,
0.329753,
0.330037,
0.330320,
0.330602,
0.330884,
0.331166,
0.331447,
0.331728,
0.332008,
0.332288,
0.332567,
0.332846,
0.333124,
0.333402,
0.333680,
0.333957,
0.334233,
0.334509,
0.334785,
0.335060,
0.335335,
0.335609,
0.335883,
0.336156,
0.336429,
0.336701,
0.336973,
0.337245,
0.337516,
0.337786,
0.338056,
0.338326,
0.338595,
0.338864,
0.339132,
0.339400,
0.339668,
0.339935,
0.340201,
0.340467,
0.340733,
0.340998,
0.341263,
0.341527,
0.341791,
0.342055,
0.342318,
0.342580,
0.342842,
0.343104,
0.343365,
0.343626,
0.343887,
0.344147,
0.344406,
0.344665,
0.344924,
0.345182,
0.345440,
0.345697,
0.345954,
0.346211,
0.346467,
0.346723,
0.346978,
0.347233,
0.347487,
0.347741,
0.347995,
0.348248,
0.348501,
0.348753,
0.349005,
0.349256,
0.349507,
0.349758,
0.350008,
0.350258,
0.350507,
0.350756,
0.351005,
0.351253,
0.351500,
0.351748,
0.351995,
0.352241,
0.352487,
0.352733,
0.352978,
0.353223,
0.353467,
0.353711,
0.353955,
0.354198,
0.354441,
0.354683,
0.354925,
0.355167,
0.355408,
0.355649,
0.355889,
0.356129,
0.356369,
0.356608,
0.356847,
0.357085,
0.357323,
0.357561,
0.357798,
0.358035,
0.358271,
0.358507,
0.358743,
0.358978,
0.359213,
0.359447,
0.359681,
0.359915,
0.360148,
0.360381,
0.360614,
0.360846,
0.361078,
0.361309,
0.361540,
0.361771,
0.362001,
0.362231,
0.362460,
0.362689,
0.362918,
0.363146,
0.363374,
0.363601,
0.363828,
0.364055,
0.364282,
0.364508,
0.364733,
0.364959,
0.365183,
0.365408,
0.365632,
0.365856,
0.366079,
0.366302,
0.366525,
0.366747,
0.366969,
0.367191,
0.367412,
0.367633,
0.367853,
0.368073,
0.368293,
0.368512,
0.368731,
0.368950,
0.369168,
0.369386,
0.369603,
0.369820,
0.370037,
0.370254,
0.370470,
0.370685,
0.370901,
0.371116,
0.371330,
0.371545,
0.371758,
0.371972,
0.372185,
0.372398,
0.372611,
0.372823,
0.373035,
0.373246,
0.373457,
0.373668,
0.373878,
0.374088,
0.374298,
0.374507,
0.374716,
0.374925,
0.375133,
0.375341,
0.375549,
0.375756,
0.375963,
0.376169,
0.376376,
0.376581,
0.376787,
0.376992,
0.377197,
0.377401,
0.377606,
0.377809,
0.378013,
0.378216,
0.378419,
0.378621,
0.378823,
0.379025,
0.379227,
0.379428,
0.379629,
0.379829,
0.380029,
0.380229,
0.380428,
0.380628,
0.380826,
0.381025,
0.381223,
0.381421,
0.381618,
0.381815,
0.382012,
0.382209,
0.382405,
0.382601,
0.382796,
0.382991,
0.383186,
0.383381,
0.383575,
0.383769,
0.383962,
0.384156,
0.384348,
0.384541,
0.384733,
0.384925,
0.385117,
0.385308,
0.385499,
0.385690,
0.385880,
0.386070,
0.386260,
0.386449,
0.386638,
0.386827,
0.387016,
0.387204,
0.387392,
0.387579,
0.387766,
0.387953,
0.388140,
0.388326,
0.388512,
0.388698,
0.388883,
0.389068,
0.389253,
0.389437,
0.389622,
0.389805,
0.389989,
0.390172,
0.390355,
0.390538,
0.390720,
0.390902,
0.391083,
0.391265,
0.391446,
0.391627,
0.391807,
0.391987,
0.392167,
0.392347,
0.392526,
0.392705,
0.392884,
0.393062,
0.393240,
0.393418,
0.393595,
0.393773,
0.393950,
0.394126,
0.394302,
0.394478,
0.394654,
0.394830,
0.395005,
0.395180,
0.395354,
0.395528,
0.395702,
0.395876,
0.396049,
0.396223,
0.396395,
0.396568,
0.396740,
0.396912,
0.397084,
0.397255,
0.397426,
0.397597,
0.397768,
0.397938,
0.398108,
0.398277,
0.398447,
0.398616,
0.398785,
0.398953,
0.399122,
0.399290,
0.399457,
0.399625,
0.399792,
0.399959,
0.400125,
0.400292,
0.400458,
0.400624,
0.400789,
0.400954,
0.401119,
0.401284,
0.401448,
0.401612,
0.401776,
0.401940,
0.402103,
0.402266,
0.402429,
0.402591,
0.402754,
0.402915,
0.403077,
0.403239,
0.403400,
0.403561,
0.403721,
0.403881,
0.404042,
0.404201,
0.404361,
0.404520,
0.404679,
0.404838,
0.404996,
0.405155,
0.405313,
0.405470,
0.405628,
0.405785,
0.405942,
0.406098,
0.406255,
0.406411,
0.406567,
0.406722,
0.406878,
0.407033,
0.407187,
0.407342,
0.407496,
0.407650,
0.407804,
0.407958,
0.408111,
0.408264,
0.408417,
0.408569,
0.408722,
0.408874,
0.409025,
0.409177,
0.409328,
0.409479,
0.409630,
0.409780,
0.409930,
0.410080,
0.410230,
0.410380,
0.410529,
0.410678,
0.410827,
0.410975,
0.411123,
0.411271,
0.411419,
0.411567,
0.411714,
0.411861,
0.412008,
0.412154,
0.412301,
0.412447,
0.412592,
0.412738,
0.412883,
0.413028,
0.413173,
0.413318,
0.413462,
0.413606,
0.413750,
0.413894,
0.414037,
0.414180,
0.414323,
0.414466,
0.414608,
0.414751,
0.414893,
0.415034,
0.415176,
0.415317,
0.415458,
0.415599,
0.415739,
0.415880,
0.416020,
0.416160,
0.416299,
0.416439,
0.416578,
0.416717,
0.416855,
0.416994,
0.417132,
0.417270,
0.417408,
0.417545,
0.417683,
0.417820,
0.417957,
0.418093,
0.418230,
0.418366,
0.418502,
0.418637,
0.418773,
0.418908,
0.419043,
0.419178,
0.419313,
0.419447,
0.419581,
0.419715,
0.419849,
0.419982,
0.420116,
0.420249,
0.420381,
0.420514,
0.420646,
0.420778,
0.420910,
0.421042,
0.421174,
0.421305,
0.421436,
0.421567,
0.421697,
0.421828,
0.421958,
0.422088,
0.422218,
0.422347,
0.422476,
0.422606,
0.422734,
0.422863,
0.422992,
0.423120,
0.423248,
0.423376,
0.423503,
0.423631,
0.423758,
0.423885,
0.424012,
0.424138,
0.424264,
0.424391,
0.424516,
0.424642,
0.424768,
0.424893,
0.425018,
0.425143,
0.425267,
0.425392,
0.425516,
0.425640,
0.425764,
0.425888,
0.426011,
0.426134,
0.426257,
0.426380,
0.426503,
0.426625,
0.426747,
0.426869,
0.426991,
0.427113,
0.427234,
0.427355,
0.427476,
0.427597,
0.427718,
0.427838,
0.427958,
0.428078,
0.428198,
0.428317,
0.428437,
0.428556,
0.428675,
0.428794,
0.428912,
0.429031,
0.429149,
0.429267,
0.429385,
0.429502,
0.429620,
0.429737,
0.429854,
0.429971,
0.430087,
0.430204,
0.430320,
0.430436,
0.430552,
0.430667,
0.430783,
0.430898,
0.431013,
0.431128,
0.431243,
0.431357,
0.431472,
0.431586,
0.431700,
0.431813,
0.431927,
0.432040,
0.432153,
0.432266,
0.432379,
0.432492,
0.432604,
0.432716,
0.432829,
0.432940,
0.433052,
0.433164,
0.433275,
0.433386,
0.433497,
0.433608,
0.433718,
0.433829,
0.433939,
0.434049,
0.434159,
0.434268,
0.434378,
0.434487,
0.434596,
0.434705,
0.434814,
0.434922,
0.435031,
0.435139,
0.435247,
0.435355,
0.435462,
0.435570,
0.435677,
0.435784,
0.435891,
0.435998,
0.436105,
0.436211,
0.436317,
0.436423,
0.436529,
0.436635,
0.436740,
0.436846,
0.436951,
0.437056,
0.437161,
0.437265,
0.437370,
0.437474,
0.437578,
0.437682,
0.437786,
0.437889,
0.437993,
0.438096,
0.438199,
0.438302,
0.438405,
0.438508,
0.438610,
0.438712,
0.438814,
0.438916,
0.439018,
0.439119,
0.439221,
0.439322,
0.439423,
0.439524,
0.439625,
0.439725,
0.439826,
0.439926,
0.440026,
0.440126,
0.440225,
0.440325,
0.440424,
0.440523,
0.440623,
0.440721,
0.440820,
0.440919,
0.441017,
0.441115,
0.441213,
0.441311,
0.441409,
0.441507,
0.441604,
0.441701,
0.441798,
0.441895,
0.441992,
0.442089,
0.442185,
0.442281,
0.442377,
0.442473,
0.442569,
0.442665,
0.442760,
0.442856,
0.442951,
0.443046,
